id,fila,columna,tipo,sala_id:id
cine_gestion.asiento_sala_3_80,7,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_81,7,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_82,7,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_83,7,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_84,7,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_85,8,1,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_86,8,2,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_87,8,3,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_88,8,4,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_89,8,5,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_90,8,6,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_91,8,7,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_92,8,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_93,8,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_94,8,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_95,8,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_96,8,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_97,9,1,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_98,9,2,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_99,9,3,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_100,9,4,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_101,9,5,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_102,9,6,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_103,9,7,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_104,9,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_105,9,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_106,9,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_107,9,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_108,9,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_109,10,1,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_110,10,2,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_111,10,3,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_112,10,4,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_113,10,5,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_114,10,6,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_115,10,7,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_116,10,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_117,10,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_118,10,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_119,10,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_120,10,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_121,11,1,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_122,11,2,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_123,11,3,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_124,11,4,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_125,11,5,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_126,11,6,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_127,11,7,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_128,11,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_129,11,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_130,11,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_131,11,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_132,11,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_133,12,1,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_134,12,2,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_135,12,3,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_136,12,4,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_137,12,5,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_138,12,6,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_139,12,7,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_140,12,8,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_141,12,9,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_142,12,10,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_143,12,11,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_3_144,12,12,NORM,cine_gestion.sala_3
cine_gestion.asiento_sala_4_1,1,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_2,1,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_3,1,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_4,1,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_5,1,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_6,1,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_7,1,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_8,1,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_9,1,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_10,2,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_11,2,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_12,2,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_13,2,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_14,2,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_15,2,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_16,2,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_17,2,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_18,2,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_19,3,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_20,3,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_21,3,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_22,3,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_23,3,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_24,3,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_25,3,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_26,3,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_27,3,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_28,4,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_29,4,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_30,4,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_31,4,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_32,4,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_33,4,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_34,4,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_35,4,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_36,4,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_37,5,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_38,5,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_39,5,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_40,5,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_41,5,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_42,5,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_43,5,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_44,5,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_45,5,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_46,6,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_47,6,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_48,6,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_49,6,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_50,6,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_51,6,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_52,6,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_53,6,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_54,6,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_55,7,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_56,7,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_57,7,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_58,7,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_59,7,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_60,7,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_61,7,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_62,7,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_63,7,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_64,8,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_65,8,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_66,8,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_67,8,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_68,8,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_69,8,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_70,8,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_71,8,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_72,8,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_73,9,1,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_74,9,2,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_75,9,3,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_76,9,4,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_77,9,5,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_78,9,6,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_79,9,7,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_80,9,8,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_4_81,9,9,NORM,cine_gestion.sala_4
cine_gestion.asiento_sala_5_1,1,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_2,1,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_3,1,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_4,1,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_5,1,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_6,1,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_7,1,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_8,1,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_9,1,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_10,1,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_11,1,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_12,1,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_13,1,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_14,1,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_15,1,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_16,1,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_17,1,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_18,1,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_19,2,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_20,2,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_21,2,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_22,2,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_23,2,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_24,2,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_25,2,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_26,2,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_27,2,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_28,2,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_29,2,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_30,2,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_31,2,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_32,2,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_33,2,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_34,2,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_35,2,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_36,2,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_37,3,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_38,3,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_39,3,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_40,3,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_41,3,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_42,3,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_43,3,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_44,3,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_45,3,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_46,3,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_47,3,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_48,3,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_49,3,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_50,3,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_51,3,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_52,3,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_53,3,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_54,3,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_55,4,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_56,4,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_57,4,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_58,4,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_59,4,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_60,4,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_61,4,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_62,4,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_63,4,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_64,4,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_65,4,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_66,4,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_67,4,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_68,4,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_69,4,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_70,4,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_71,4,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_72,4,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_73,5,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_74,5,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_75,5,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_76,5,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_77,5,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_78,5,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_79,5,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_80,5,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_81,5,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_82,5,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_83,5,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_84,5,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_85,5,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_86,5,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_87,5,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_88,5,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_89,5,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_90,5,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_91,6,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_92,6,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_93,6,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_94,6,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_95,6,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_96,6,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_97,6,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_98,6,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_99,6,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_100,6,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_101,6,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_102,6,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_103,6,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_104,6,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_105,6,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_106,6,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_107,6,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_108,6,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_109,7,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_110,7,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_111,7,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_112,7,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_113,7,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_114,7,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_115,7,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_116,7,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_117,7,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_118,7,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_119,7,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_120,7,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_121,7,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_122,7,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_123,7,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_124,7,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_125,7,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_126,7,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_127,8,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_128,8,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_129,8,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_130,8,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_131,8,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_132,8,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_133,8,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_134,8,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_135,8,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_136,8,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_137,8,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_138,8,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_139,8,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_140,8,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_141,8,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_142,8,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_143,8,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_144,8,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_145,9,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_146,9,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_147,9,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_148,9,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_149,9,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_150,9,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_151,9,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_152,9,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_153,9,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_154,9,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_155,9,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_156,9,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_157,9,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_158,9,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_159,9,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_160,9,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_161,9,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_162,9,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_163,10,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_164,10,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_165,10,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_166,10,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_167,10,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_168,10,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_169,10,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_170,10,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_171,10,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_172,10,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_173,10,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_174,10,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_175,10,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_176,10,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_177,10,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_178,10,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_179,10,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_180,10,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_181,11,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_182,11,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_183,11,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_184,11,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_185,11,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_186,11,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_187,11,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_188,11,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_189,11,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_190,11,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_191,11,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_192,11,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_193,11,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_194,11,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_195,11,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_196,11,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_197,11,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_198,11,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_199,12,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_200,12,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_201,12,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_202,12,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_203,12,5,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_204,12,6,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_205,12,7,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_206,12,8,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_207,12,9,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_208,12,10,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_209,12,11,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_210,12,12,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_211,12,13,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_212,12,14,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_213,12,15,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_214,12,16,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_215,12,17,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_216,12,18,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_217,13,1,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_218,13,2,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_219,13,3,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_220,13,4,NORM,cine_gestion.sala_5
cine_gestion.asiento_sala_5_221,13,5,NORM,cine_gestion.sala_5
